task_id,operator_id,expected_time,simulated_time,expected_quality
task146_scenario2_193,B38,9,10,60
task147_scenario4_194,B38,9,8,30
task148_scenario2_195,B38,9,10,60
task149_scenario1_196,B38,15,14,70
task150_scenario2_197,B38,9,9,60
task151_scenario1_198,B38,15,15,70
task152_scenario2_199,B38,9,11,60
task153_scenario1_200,B38,15,15,70
task154_scenario1_201,B38,15,14,70
task155_scenario2_202,B38,9,11,60
task156_scenario2_203,B38,9,11,60
task157_scenario1_204,B38,15,16,70
task158_scenario1_205,B38,15,13,70
task159_scenario1_206,B38,15,16,70
task160_scenario2_207,B38,9,9,60
task161_scenario1_208,B38,15,15,70
task162_scenario2_209,B38,9,8,60
task163_scenario1_210,B38,15,15,70
task164_scenario1_211,B38,15,14,70
task165_scenario2_212,B38,9,9,60
task166_scenario2_213,B38,9,8,60
task167_scenario1_214,B38,15,14,70
task168_scenario2_215,B38,9,9,60
task169_scenario2_216,B38,9,8,60
task170_scenario2_217,B38,9,8,60
task171_scenario1_218,B38,15,16,70
task172_scenario2_219,B38,9,8,60
task173_scenario3_220,B38,6,6,20
task174_scenario2_221,B38,9,9,60
task175_scenario1_222,B38,15,17,70
task176_scenario1_223,B38,15,15,70
task177_scenario4_224,B38,9,10,30
task178_scenario2_225,B38,9,7,60
task179_scenario3_226,B38,6,6,20
task180_scenario1_227,B38,15,16,70
task181_scenario1_228,B38,15,14,70
task182_scenario1_229,B38,15,15,70
task183_scenario2_230,B38,9,10,60
task184_scenario1_231,B38,15,16,70
task185_scenario1_232,B38,15,15,70
task186_scenario1_233,B38,15,16,70
task187_scenario1_234,B38,15,15,70
task188_scenario1_235,B38,15,16,70
task189_scenario2_236,B38,9,10,60
task190_scenario4_237,B38,9,9,30
task191_scenario2_238,B38,9,9,60
task192_scenario2_239,B38,9,8,60
task193_scenario1_240,B38,15,16,70
task194_scenario1_241,B38,15,15,70
task195_scenario2_242,B38,9,8,60
task196_scenario4_243,B38,9,10,30
task197_scenario4_244,B38,9,9,30
task198_scenario4_245,B38,9,8,30
task199_scenario2_246,B38,9,11,60
task200_scenario2_247,B38,9,9,60
task201_scenario2_248,B38,9,8,60
task202_scenario2_249,B38,9,9,60
task203_scenario2_250,B38,9,9,60
task204_scenario2_251,B38,9,7,60
task205_scenario1_252,B38,15,14,70
task206_scenario1_253,B38,15,16,70
task207_scenario2_254,B38,9,10,60
task208_scenario1_255,B38,15,13,70
task209_scenario2_256,B38,9,9,60
task210_scenario4_257,B38,9,10,30
task211_scenario1_258,B38,15,15,70
task212_scenario2_259,B38,9,11,60
task213_scenario1_260,B38,15,16,70
task214_scenario1_261,B38,15,16,70
task215_scenario1_262,B38,15,15,70
task216_scenario2_263,B38,9,8,60
task217_scenario1_264,B38,15,16,70
task218_scenario1_265,B38,15,16,70
task219_scenario2_266,B38,9,9,60
task220_scenario2_267,B38,9,10,60
task221_scenario2_268,B38,9,8,60
task222_scenario2_269,B38,9,9,60
task223_scenario2_271,B38,9,7,60
task224_scenario1_273,B38,15,16,70
task225_scenario1_274,B38,15,15,70
task226_scenario1_275,B38,15,14,70
task227_scenario4_276,B38,9,10,30
task228_scenario2_278,B38,9,9,60
task229_scenario1_279,B38,15,17,70
task230_scenario3_282,B38,6,7,20
task231_scenario1_283,B38,15,17,70
task232_scenario1_284,B38,15,16,70
task233_scenario4_285,B38,9,9,30
task234_scenario2_286,B38,9,10,60
task235_scenario1_287,B38,15,16,70
task236_scenario3_290,B38,6,6,20
task237_scenario2_291,B38,9,8,60
task238_scenario1_292,B38,15,15,70
task239_scenario1_293,B38,15,17,70
task240_scenario1_294,B38,15,17,70
task241_scenario1_295,B38,15,14,70
task242_scenario1_297,B38,15,14,70
task243_scenario4_299,B38,9,8,30
task244_scenario1_300,B38,15,16,70
task245_scenario4_301,B38,9,8,30
task246_scenario1_303,B38,15,14,70
task247_scenario1_304,B38,15,13,70
task248_scenario4_305,B38,9,10,30
task249_scenario1_306,B38,15,16,70
task250_scenario4_307,B38,9,11,30
task251_scenario1_308,B38,15,16,70
task252_scenario1_310,B38,15,14,70
task253_scenario1_311,B38,15,14,70
task254_scenario2_313,B38,9,10,60
task255_scenario2_314,B38,9,9,60
task256_scenario1_315,B38,15,15,70
task257_scenario2_316,B38,9,10,60
task258_scenario1_317,B38,15,14,70
task259_scenario3_318,B38,6,7,20
task260_scenario2_319,B38,9,9,60
task261_scenario1_320,B38,15,16,70
task262_scenario2_322,B38,9,8,60
task263_scenario1_323,B38,15,14,70
task264_scenario2_324,B38,9,9,60
task265_scenario1_325,B38,15,15,70
task266_scenario1_326,B38,15,15,70
task267_scenario2_328,B38,9,9,60
task268_scenario2_329,B38,9,10,60
task269_scenario1_330,B38,15,15,70
task270_scenario2_331,B38,9,8,60
task271_scenario1_332,B38,15,14,70
task272_scenario2_334,B38,9,8,60
task273_scenario1_335,B38,15,14,70
task274_scenario2_336,B38,9,10,60
task275_scenario4_337,B38,9,10,30
task276_scenario2_338,B38,9,8,60
task277_scenario2_339,B38,9,10,60
task278_scenario1_340,B38,15,16,70
task279_scenario4_341,B38,9,10,30
task280_scenario1_342,B38,15,14,70
task281_scenario1_343,B38,15,14,70
task282_scenario2_344,B38,9,7,60
task283_scenario2_345,B38,9,9,60
task284_scenario2_346,B38,9,10,60
task285_scenario3_347,B38,6,5,20
task286_scenario4_349,B38,9,10,30
task287_scenario4_351,B38,9,9,30
task288_scenario1_352,B38,15,16,70
task289_scenario1_353,B38,15,16,70
task290_scenario2_354,B38,9,10,60
task291_scenario3_356,B38,6,5,20
task292_scenario1_357,B38,15,15,70
task293_scenario4_359,B38,9,9,30
task0_scenario2_1,B40,4,4,60
task1_scenario1_2,B40,7,5,70
task2_scenario1_3,B40,7,7,70
task3_scenario1_6,B40,7,5,70
task4_scenario2_10,B40,4,3,60
task5_scenario2_11,B40,4,4,60
task6_scenario1_13,B40,7,6,70
task7_scenario1_14,B40,7,7,70
task8_scenario1_15,B40,7,6,70
task9_scenario1_16,B40,7,6,70
task10_scenario4_17,B40,9,8,30
task11_scenario2_18,B40,4,6,60
task12_scenario1_19,B40,7,7,70
task13_scenario1_20,B40,7,6,70
task14_scenario2_24,B40,4,4,60
task15_scenario2_25,B40,4,4,60
task16_scenario2_26,B40,4,4,60
task17_scenario1_30,B40,7,6,70
task18_scenario2_31,B40,4,4,60
task19_scenario2_32,B40,4,4,60
task20_scenario1_33,B40,7,7,70
task21_scenario1_35,B40,7,7,70
task22_scenario2_36,B40,4,4,60
task23_scenario2_37,B40,4,4,60
task24_scenario2_40,B40,4,2,60
task25_scenario2_41,B40,4,3,60
task26_scenario1_43,B40,7,6,70
task27_scenario1_44,B40,7,8,70
task28_scenario1_45,B40,7,7,70
task29_scenario1_46,B40,7,9,70
task30_scenario1_48,B40,7,7,70
task31_scenario2_50,B40,4,4,60
task32_scenario1_51,B40,7,6,70
task33_scenario1_52,B40,7,5,70
task34_scenario1_54,B40,7,5,70
task35_scenario1_55,B40,7,8,70
task36_scenario1_56,B40,7,7,70
task37_scenario2_57,B40,4,2,60
task38_scenario2_58,B40,4,2,60
task39_scenario3_59,B40,10,9,20
task40_scenario1_60,B40,7,6,70
task41_scenario1_61,B40,7,6,70
task42_scenario1_62,B40,7,8,70
task43_scenario1_63,B40,7,6,70
task44_scenario1_64,B40,7,8,70
task45_scenario2_66,B40,4,2,60
task46_scenario2_67,B40,4,5,60
task47_scenario4_68,B40,9,10,30
task48_scenario2_69,B40,4,5,60
task49_scenario2_70,B40,4,3,60
task50_scenario1_71,B40,7,4,70
task51_scenario2_72,B40,4,4,60
task52_scenario1_73,B40,7,6,70
task53_scenario1_74,B40,7,7,70
task54_scenario1_75,B40,7,7,70
task55_scenario1_76,B40,7,6,70
task56_scenario1_77,B40,7,8,70
task57_scenario1_79,B40,7,8,70
task58_scenario1_80,B40,7,7,70
task59_scenario1_82,B40,7,9,70
task60_scenario1_83,B40,7,6,70
task61_scenario2_84,B40,4,5,60
task62_scenario1_86,B40,7,7,70
task63_scenario2_87,B40,4,4,60
task64_scenario1_89,B40,7,8,70
task65_scenario1_90,B40,7,6,70
task66_scenario1_91,B40,7,6,70
task67_scenario2_92,B40,4,3,60
task68_scenario1_93,B40,7,8,70
task69_scenario2_94,B40,4,3,60
task70_scenario1_95,B40,7,7,70
task71_scenario2_96,B40,4,2,60
task72_scenario2_97,B40,4,2,60
task73_scenario1_98,B40,7,6,70
task74_scenario1_101,B40,7,6,70
task75_scenario1_102,B40,7,6,70
task76_scenario2_104,B40,4,4,60
task77_scenario1_105,B40,7,8,70
task78_scenario1_106,B40,7,7,70
task79_scenario2_108,B40,4,6,60
task80_scenario1_110,B40,7,6,70
task81_scenario3_111,B40,10,8,20
task82_scenario1_112,B40,7,5,70
task83_scenario2_113,B40,4,4,60
task84_scenario1_115,B40,7,5,70
task85_scenario2_116,B40,4,3,60
task86_scenario1_117,B40,7,7,70
task87_scenario1_118,B40,7,7,70
task88_scenario3_119,B40,10,11,20
task89_scenario4_120,B40,9,10,30
task90_scenario2_121,B40,4,4,60
task91_scenario4_122,B40,9,8,30
task92_scenario1_123,B40,7,6,70
task93_scenario1_124,B40,7,6,70
task94_scenario1_125,B40,7,6,70
task95_scenario2_127,B40,4,3,60
task96_scenario2_128,B40,4,4,60
task97_scenario1_132,B40,7,4,70
task98_scenario1_134,B40,7,5,70
task99_scenario2_136,B40,4,6,60
task100_scenario2_137,B40,4,4,60
task101_scenario3_138,B40,10,11,20
task102_scenario2_139,B40,4,4,60
task103_scenario2_140,B40,4,4,60
task104_scenario2_141,B40,4,4,60
task105_scenario4_142,B40,9,8,30
task106_scenario2_143,B40,4,3,60
task107_scenario1_144,B40,7,7,70
task108_scenario4_145,B40,9,10,30
task109_scenario1_147,B40,7,7,70
task110_scenario2_149,B40,4,4,60
task111_scenario4_150,B40,9,8,30
task112_scenario1_151,B40,7,5,70
task113_scenario2_152,B40,4,2,60
task114_scenario1_153,B40,7,6,70
task115_scenario2_154,B40,4,2,60
task116_scenario1_155,B40,7,6,70
task117_scenario2_156,B40,4,3,60
task118_scenario1_157,B40,7,8,70
task119_scenario1_158,B40,7,6,70
task120_scenario3_159,B40,10,12,20
task121_scenario1_161,B40,7,9,70
task122_scenario1_162,B40,7,6,70
task123_scenario3_163,B40,10,10,20
task124_scenario1_164,B40,7,6,70
task125_scenario4_165,B40,9,8,30
task126_scenario2_167,B40,4,4,60
task127_scenario1_168,B40,7,6,70
task128_scenario2_170,B40,4,2,60
task129_scenario1_172,B40,7,8,70
task130_scenario2_173,B40,4,3,60
task131_scenario2_175,B40,4,2,60
task132_scenario4_176,B40,9,8,30
task133_scenario2_180,B40,4,4,60
task134_scenario2_181,B40,4,2,60
task135_scenario2_182,B40,4,4,60
task136_scenario2_183,B40,4,5,60
task137_scenario3_184,B40,10,9,20
task138_scenario2_185,B40,4,3,60
task139_scenario1_186,B40,7,6,70
task140_scenario2_187,B40,4,2,60
task141_scenario2_188,B40,4,3,60
task142_scenario1_189,B40,7,6,70
task143_scenario2_190,B40,4,5,60
task144_scenario1_191,B40,7,7,70
task145_scenario2_192,B40,4,4,60
task146_scenario2_193,B40,4,4,60
task147_scenario4_194,B40,9,11,30
task148_scenario2_195,B40,4,4,60
task149_scenario1_196,B40,7,8,70
task150_scenario2_197,B40,4,4,60
task151_scenario1_198,B40,7,5,70
task152_scenario2_199,B40,4,5,60
task153_scenario1_200,B40,7,8,70
task154_scenario1_201,B40,7,5,70
task155_scenario2_202,B40,4,4,60
task156_scenario2_203,B40,4,3,60
task157_scenario1_204,B40,7,8,70
task158_scenario1_205,B40,7,5,70
task159_scenario1_206,B40,7,6,70
task160_scenario2_207,B40,4,6,60
task161_scenario1_208,B40,7,6,70
task162_scenario2_209,B40,4,3,60
task163_scenario1_210,B40,7,6,70
task164_scenario1_211,B40,7,7,70
task165_scenario2_212,B40,4,4,60
task166_scenario2_213,B40,4,2,60
task167_scenario1_214,B40,7,6,70
task168_scenario2_215,B40,4,3,60
task169_scenario2_216,B40,4,3,60
task170_scenario2_217,B40,4,4,60
task171_scenario1_218,B40,7,5,70
task172_scenario2_219,B40,4,3,60
task173_scenario3_220,B40,10,10,20
task174_scenario2_221,B40,4,4,60
task175_scenario1_222,B40,7,6,70
task176_scenario1_223,B40,7,9,70
task177_scenario4_224,B40,9,10,30
task178_scenario2_225,B40,4,2,60
task179_scenario3_226,B40,10,9,20
task180_scenario1_227,B40,7,6,70
task181_scenario1_228,B40,7,4,70
task182_scenario1_229,B40,7,6,70
task183_scenario2_230,B40,4,4,60
task184_scenario1_231,B40,7,5,70
task185_scenario1_232,B40,7,6,70
task186_scenario1_233,B40,7,6,70
task187_scenario1_234,B40,7,8,70
task188_scenario1_235,B40,7,7,70
task189_scenario2_236,B40,4,3,60
task190_scenario4_237,B40,9,8,30
task191_scenario2_238,B40,4,5,60
task192_scenario2_239,B40,4,4,60
task193_scenario1_240,B40,7,6,70
task194_scenario1_241,B40,7,7,70
task195_scenario2_242,B40,4,2,60
task196_scenario4_243,B40,9,9,30
task197_scenario4_244,B40,9,11,30
task198_scenario4_245,B40,9,8,30
task199_scenario2_246,B40,4,4,60
task200_scenario2_247,B40,4,4,60
task201_scenario2_248,B40,4,3,60
task202_scenario2_249,B40,4,4,60
task203_scenario2_250,B40,4,5,60
task204_scenario2_251,B40,4,4,60
task205_scenario1_252,B40,7,6,70
task206_scenario1_253,B40,7,6,70
task207_scenario2_254,B40,4,3,60
task208_scenario1_255,B40,7,7,70
task209_scenario2_256,B40,4,3,60
task210_scenario4_257,B40,9,8,30
task211_scenario1_258,B40,7,8,70
task212_scenario2_259,B40,4,3,60
task213_scenario1_260,B40,7,6,70
task214_scenario1_261,B40,7,7,70
task215_scenario1_262,B40,7,7,70
task216_scenario2_263,B40,4,5,60
task217_scenario1_264,B40,7,6,70
task218_scenario1_265,B40,7,7,70
task219_scenario2_266,B40,4,3,60
task220_scenario2_267,B40,4,1,60
task221_scenario2_268,B40,4,3,60
task222_scenario2_269,B40,4,4,60
task223_scenario2_271,B40,4,2,60
task224_scenario1_273,B40,7,7,70
task225_scenario1_274,B40,7,7,70
task226_scenario1_275,B40,7,7,70
task227_scenario4_276,B40,9,8,30
task228_scenario2_278,B40,4,4,60
task229_scenario1_279,B40,7,4,70
task230_scenario3_282,B40,10,10,20
task231_scenario1_283,B40,7,6,70
task232_scenario1_284,B40,7,8,70
task233_scenario4_285,B40,9,8,30
task234_scenario2_286,B40,4,5,60
task235_scenario1_287,B40,7,5,70
task236_scenario3_290,B40,10,10,20
task237_scenario2_291,B40,4,4,60
task238_scenario1_292,B40,7,7,70
task239_scenario1_293,B40,7,7,70
task240_scenario1_294,B40,7,6,70
task241_scenario1_295,B40,7,8,70
task242_scenario1_297,B40,7,7,70
task243_scenario4_299,B40,9,10,30
task244_scenario1_300,B40,7,7,70
task245_scenario4_301,B40,9,8,30
task246_scenario1_303,B40,7,6,70
task247_scenario1_304,B40,7,6,70
task248_scenario4_305,B40,9,8,30
task249_scenario1_306,B40,7,6,70
task250_scenario4_307,B40,9,9,30
task251_scenario1_308,B40,7,8,70
task252_scenario1_310,B40,7,6,70
task253_scenario1_311,B40,7,5,70
task254_scenario2_313,B40,4,3,60
task255_scenario2_314,B40,4,4,60
task256_scenario1_315,B40,7,7,70
task257_scenario2_316,B40,4,3,60
task258_scenario1_317,B40,7,5,70
task259_scenario3_318,B40,10,9,20
task260_scenario2_319,B40,4,4,60
task261_scenario1_320,B40,7,6,70
task262_scenario2_322,B40,4,5,60
task263_scenario1_323,B40,7,5,70
task264_scenario2_324,B40,4,3,60
task265_scenario1_325,B40,7,5,70
task266_scenario1_326,B40,7,7,70
task267_scenario2_328,B40,4,2,60
task268_scenario2_329,B40,4,4,60
task269_scenario1_330,B40,7,7,70
task270_scenario2_331,B40,4,3,60
task271_scenario1_332,B40,7,7,70
task272_scenario2_334,B40,4,4,60
task273_scenario1_335,B40,7,7,70
task274_scenario2_336,B40,4,3,60
task275_scenario4_337,B40,9,10,30
task276_scenario2_338,B40,4,6,60
task277_scenario2_339,B40,4,5,60
task278_scenario1_340,B40,7,6,70
task279_scenario4_341,B40,9,11,30
task280_scenario1_342,B40,7,7,70
task281_scenario1_343,B40,7,9,70
task282_scenario2_344,B40,4,3,60
task283_scenario2_345,B40,4,3,60
task284_scenario2_346,B40,4,4,60
task285_scenario3_347,B40,10,13,20
task286_scenario4_349,B40,9,9,30
task287_scenario4_351,B40,9,9,30
task288_scenario1_352,B40,7,5,70
task289_scenario1_353,B40,7,6,70
task290_scenario2_354,B40,4,5,60
task291_scenario3_356,B40,10,10,20
task292_scenario1_357,B40,7,6,70
task293_scenario4_359,B40,9,9,30
task0_scenario2_1,cn01,6,6,60
task1_scenario1_2,cn01,8,7,70
task2_scenario1_3,cn01,8,8,70
task3_scenario1_6,cn01,8,10,70
task4_scenario2_10,cn01,6,7,60
task5_scenario2_11,cn01,6,7,60
task6_scenario1_13,cn01,8,8,70
task7_scenario1_14,cn01,8,8,70
task8_scenario1_15,cn01,8,9,70
task9_scenario1_16,cn01,8,7,70
task10_scenario4_17,cn01,9,7,30
task11_scenario2_18,cn01,6,6,60
task12_scenario1_19,cn01,8,6,70
task13_scenario1_20,cn01,8,7,70
task14_scenario2_24,cn01,6,5,60
task15_scenario2_25,cn01,6,6,60
task16_scenario2_26,cn01,6,5,60
task17_scenario1_30,cn01,8,7,70
task18_scenario2_31,cn01,6,6,60
task19_scenario2_32,cn01,6,6,60
task20_scenario1_33,cn01,8,7,70
task21_scenario1_35,cn01,8,8,70
task22_scenario2_36,cn01,6,6,60
task23_scenario2_37,cn01,6,4,60
task24_scenario2_40,cn01,6,6,60
task25_scenario2_41,cn01,6,7,60
task26_scenario1_43,cn01,8,7,70
task27_scenario1_44,cn01,8,8,70
task28_scenario1_45,cn01,8,7,70
task29_scenario1_46,cn01,8,7,70
task30_scenario1_48,cn01,8,6,70
task31_scenario2_50,cn01,6,5,60
task32_scenario1_51,cn01,8,8,70
task33_scenario1_52,cn01,8,6,70
task34_scenario1_54,cn01,8,7,70
task35_scenario1_55,cn01,8,8,70
task36_scenario1_56,cn01,8,7,70
task37_scenario2_57,cn01,6,7,60
task38_scenario2_58,cn01,6,8,60
task39_scenario3_59,cn01,6,5,20
task40_scenario1_60,cn01,8,7,70
task41_scenario1_61,cn01,8,8,70
task42_scenario1_62,cn01,8,6,70
task43_scenario1_63,cn01,8,6,70
task44_scenario1_64,cn01,8,8,70
task45_scenario2_66,cn01,6,8,60
task46_scenario2_67,cn01,6,8,60
task47_scenario4_68,cn01,9,9,30
task48_scenario2_69,cn01,6,6,60
task49_scenario2_70,cn01,6,6,60
task50_scenario1_71,cn01,8,7,70
task51_scenario2_72,cn01,6,6,60
task52_scenario1_73,cn01,8,7,70
task53_scenario1_74,cn01,8,7,70
task54_scenario1_75,cn01,8,8,70
task55_scenario1_76,cn01,8,7,70
task56_scenario1_77,cn01,8,8,70
task57_scenario1_79,cn01,8,6,70
task58_scenario1_80,cn01,8,7,70
task59_scenario1_82,cn01,8,7,70
task60_scenario1_83,cn01,8,8,70
task61_scenario2_84,cn01,6,6,60
task62_scenario1_86,cn01,8,8,70
task63_scenario2_87,cn01,6,6,60
task64_scenario1_89,cn01,8,8,70
task65_scenario1_90,cn01,8,7,70
task66_scenario1_91,cn01,8,7,70
task67_scenario2_92,cn01,6,6,60
task68_scenario1_93,cn01,8,7,70
task69_scenario2_94,cn01,6,7,60
task70_scenario1_95,cn01,8,6,70
task71_scenario2_96,cn01,6,7,60
task72_scenario2_97,cn01,6,7,60
task73_scenario1_98,cn01,8,6,70
task74_scenario1_101,cn01,8,8,70
task75_scenario1_102,cn01,8,9,70
task76_scenario2_104,cn01,6,6,60
task77_scenario1_105,cn01,8,7,70
task78_scenario1_106,cn01,8,6,70
task79_scenario2_108,cn01,6,6,60
task80_scenario1_110,cn01,8,7,70
task81_scenario3_111,cn01,6,6,20
task82_scenario1_112,cn01,8,7,70
task83_scenario2_113,cn01,6,6,60
task84_scenario1_115,cn01,8,8,70
task85_scenario2_116,cn01,6,8,60
task86_scenario1_117,cn01,8,9,70
task87_scenario1_118,cn01,8,7,70
task88_scenario3_119,cn01,6,6,20
task89_scenario4_120,cn01,9,8,30
task90_scenario2_121,cn01,6,7,60
task91_scenario4_122,cn01,9,8,30
task92_scenario1_123,cn01,8,6,70
task93_scenario1_124,cn01,8,9,70
task94_scenario1_125,cn01,8,8,70
task95_scenario2_127,cn01,6,7,60
task96_scenario2_128,cn01,6,6,60
task97_scenario1_132,cn01,8,7,70
task98_scenario1_134,cn01,8,7,70
task99_scenario2_136,cn01,6,6,60
task100_scenario2_137,cn01,6,6,60
task101_scenario3_138,cn01,6,5,20
task102_scenario2_139,cn01,6,6,60
task103_scenario2_140,cn01,6,8,60
task104_scenario2_141,cn01,6,7,60
task105_scenario4_142,cn01,9,10,30
task106_scenario2_143,cn01,6,6,60
task107_scenario1_144,cn01,8,7,70
task108_scenario4_145,cn01,9,11,30
task109_scenario1_147,cn01,8,9,70
task110_scenario2_149,cn01,6,8,60
task111_scenario4_150,cn01,9,9,30
task112_scenario1_151,cn01,8,6,70
task113_scenario2_152,cn01,6,7,60
task114_scenario1_153,cn01,8,7,70
task115_scenario2_154,cn01,6,5,60
task116_scenario1_155,cn01,8,6,70
task117_scenario2_156,cn01,6,7,60
task118_scenario1_157,cn01,8,8,70
task119_scenario1_158,cn01,8,9,70
task120_scenario3_159,cn01,6,3,20
task121_scenario1_161,cn01,8,8,70
task122_scenario1_162,cn01,8,9,70
task123_scenario3_163,cn01,6,8,20
task124_scenario1_164,cn01,8,8,70
task125_scenario4_165,cn01,9,8,30
task126_scenario2_167,cn01,6,7,60
task127_scenario1_168,cn01,8,9,70
task128_scenario2_170,cn01,6,7,60
task129_scenario1_172,cn01,8,8,70
task130_scenario2_173,cn01,6,8,60
task131_scenario2_175,cn01,6,7,60
task132_scenario4_176,cn01,9,10,30
task133_scenario2_180,cn01,6,5,60
task134_scenario2_181,cn01,6,7,60
task135_scenario2_182,cn01,6,7,60
task136_scenario2_183,cn01,6,6,60
task137_scenario3_184,cn01,6,6,20
task138_scenario2_185,cn01,6,7,60
task139_scenario1_186,cn01,8,9,70
task140_scenario2_187,cn01,6,5,60
task141_scenario2_188,cn01,6,6,60
task142_scenario1_189,cn01,8,7,70
task143_scenario2_190,cn01,6,6,60
task144_scenario1_191,cn01,8,8,70
task145_scenario2_192,cn01,6,6,60
task146_scenario2_193,cn01,6,6,60
task147_scenario4_194,cn01,9,9,30
task148_scenario2_195,cn01,6,6,60
task149_scenario1_196,cn01,8,8,70
task150_scenario2_197,cn01,6,4,60
task151_scenario1_198,cn01,8,6,70
task152_scenario2_199,cn01,6,7,60
task153_scenario1_200,cn01,8,8,70
task154_scenario1_201,cn01,8,7,70
task155_scenario2_202,cn01,6,9,60
task156_scenario2_203,cn01,6,6,60
task157_scenario1_204,cn01,8,7,70
task158_scenario1_205,cn01,8,8,70
task159_scenario1_206,cn01,8,7,70
task160_scenario2_207,cn01,6,6,60
task161_scenario1_208,cn01,8,7,70
task162_scenario2_209,cn01,6,6,60
task163_scenario1_210,cn01,8,9,70
task164_scenario1_211,cn01,8,6,70
task165_scenario2_212,cn01,6,5,60
task166_scenario2_213,cn01,6,5,60
task167_scenario1_214,cn01,8,7,70
task168_scenario2_215,cn01,6,6,60
task169_scenario2_216,cn01,6,6,60
task170_scenario2_217,cn01,6,6,60
task171_scenario1_218,cn01,8,9,70
task172_scenario2_219,cn01,6,7,60
task173_scenario3_220,cn01,6,7,20
task174_scenario2_221,cn01,6,4,60
task175_scenario1_222,cn01,8,7,70
task176_scenario1_223,cn01,8,8,70
task177_scenario4_224,cn01,9,10,30
task178_scenario2_225,cn01,6,7,60
task179_scenario3_226,cn01,6,6,20
task180_scenario1_227,cn01,8,7,70
task181_scenario1_228,cn01,8,8,70
task182_scenario1_229,cn01,8,8,70
task183_scenario2_230,cn01,6,6,60
task184_scenario1_231,cn01,8,10,70
task185_scenario1_232,cn01,8,7,70
task186_scenario1_233,cn01,8,6,70
task187_scenario1_234,cn01,8,9,70
task188_scenario1_235,cn01,8,6,70
task189_scenario2_236,cn01,6,6,60
task190_scenario4_237,cn01,9,8,30
task191_scenario2_238,cn01,6,6,60
task192_scenario2_239,cn01,6,5,60
task193_scenario1_240,cn01,8,7,70
task194_scenario1_241,cn01,8,6,70
task195_scenario2_242,cn01,6,6,60
task196_scenario4_243,cn01,9,10,30
task197_scenario4_244,cn01,9,9,30
task198_scenario4_245,cn01,9,9,30
task199_scenario2_246,cn01,6,5,60
task200_scenario2_247,cn01,6,5,60
task201_scenario2_248,cn01,6,6,60
task202_scenario2_249,cn01,6,6,60
task203_scenario2_250,cn01,6,7,60
task204_scenario2_251,cn01,6,7,60
task205_scenario1_252,cn01,8,9,70
task206_scenario1_253,cn01,8,9,70
task207_scenario2_254,cn01,6,5,60
task208_scenario1_255,cn01,8,8,70
task209_scenario2_256,cn01,6,6,60
task210_scenario4_257,cn01,9,9,30
task211_scenario1_258,cn01,8,6,70
task212_scenario2_259,cn01,6,5,60
task213_scenario1_260,cn01,8,8,70
task214_scenario1_261,cn01,8,7,70
task215_scenario1_262,cn01,8,9,70
task216_scenario2_263,cn01,6,5,60
task217_scenario1_264,cn01,8,8,70
task218_scenario1_265,cn01,8,9,70
task219_scenario2_266,cn01,6,6,60
task220_scenario2_267,cn01,6,6,60
task221_scenario2_268,cn01,6,4,60
task222_scenario2_269,cn01,6,7,60
task223_scenario2_271,cn01,6,5,60
task224_scenario1_273,cn01,8,9,70
task225_scenario1_274,cn01,8,6,70
task226_scenario1_275,cn01,8,7,70
task227_scenario4_276,cn01,9,8,30
task228_scenario2_278,cn01,6,8,60
task229_scenario1_279,cn01,8,7,70
task230_scenario3_282,cn01,6,6,20
task231_scenario1_283,cn01,8,7,70
task232_scenario1_284,cn01,8,7,70
task233_scenario4_285,cn01,9,9,30
task234_scenario2_286,cn01,6,7,60
task235_scenario1_287,cn01,8,9,70
task236_scenario3_290,cn01,6,6,20
task237_scenario2_291,cn01,6,6,60
task238_scenario1_292,cn01,8,9,70
task239_scenario1_293,cn01,8,7,70
task240_scenario1_294,cn01,8,7,70
task241_scenario1_295,cn01,8,7,70
task242_scenario1_297,cn01,8,8,70
task243_scenario4_299,cn01,9,9,30
task244_scenario1_300,cn01,8,6,70
task245_scenario4_301,cn01,9,10,30
task246_scenario1_303,cn01,8,7,70
task247_scenario1_304,cn01,8,9,70
task248_scenario4_305,cn01,9,10,30
task249_scenario1_306,cn01,8,8,70
task250_scenario4_307,cn01,9,10,30
task251_scenario1_308,cn01,8,8,70
task252_scenario1_310,cn01,8,10,70
task253_scenario1_311,cn01,8,7,70
task254_scenario2_313,cn01,6,7,60
task255_scenario2_314,cn01,6,7,60
task256_scenario1_315,cn01,8,8,70
task257_scenario2_316,cn01,6,7,60
task258_scenario1_317,cn01,8,6,70
task259_scenario3_318,cn01,6,8,20
task260_scenario2_319,cn01,6,6,60
task261_scenario1_320,cn01,8,7,70
task262_scenario2_322,cn01,6,8,60
task263_scenario1_323,cn01,8,8,70
task264_scenario2_324,cn01,6,8,60
task265_scenario1_325,cn01,8,5,70
task266_scenario1_326,cn01,8,7,70
task267_scenario2_328,cn01,6,7,60
task268_scenario2_329,cn01,6,6,60
task269_scenario1_330,cn01,8,8,70
task270_scenario2_331,cn01,6,6,60
task271_scenario1_332,cn01,8,8,70
task272_scenario2_334,cn01,6,7,60
task273_scenario1_335,cn01,8,8,70
task274_scenario2_336,cn01,6,7,60
task275_scenario4_337,cn01,9,10,30
task276_scenario2_338,cn01,6,5,60
task277_scenario2_339,cn01,6,7,60
