job_id,worker_id,expected_time,simulated_time,expected_quality
job160_scenario1_211,B38,15,16,70
job161_scenario2_212,B38,9,10,60
job162_scenario4_213,B38,9,10,30
job163_scenario2_214,B38,9,8,60
job164_scenario1_215,B38,15,15,70
job165_scenario2_216,B38,9,10,60
job166_scenario2_217,B38,9,9,60
job167_scenario1_218,B38,15,15,70
job168_scenario3_219,B38,6,7,20
job169_scenario1_220,B38,15,16,70
job170_scenario1_221,B38,15,15,70
job171_scenario2_222,B38,9,8,60
job172_scenario1_223,B38,15,15,70
job173_scenario4_224,B38,9,9,30
job174_scenario1_225,B38,15,15,70
job175_scenario2_226,B38,9,9,60
job176_scenario2_227,B38,9,10,60
job177_scenario1_228,B38,15,15,70
job178_scenario1_229,B38,15,15,70
job179_scenario2_230,B38,9,7,60
job180_scenario2_231,B38,9,9,60
job181_scenario2_232,B38,9,10,60
job182_scenario1_234,B38,15,16,70
job183_scenario2_235,B38,9,10,60
job184_scenario2_236,B38,9,9,60
job185_scenario2_237,B38,9,9,60
job186_scenario2_238,B38,9,9,60
job187_scenario1_239,B38,15,15,70
job188_scenario2_240,B38,9,9,60
job189_scenario2_241,B38,9,7,60
job190_scenario2_242,B38,9,10,60
job191_scenario2_243,B38,9,10,60
job192_scenario2_244,B38,9,7,60
job193_scenario1_245,B38,15,15,70
job194_scenario2_246,B38,9,11,60
job195_scenario2_247,B38,9,8,60
job196_scenario2_248,B38,9,9,60
job197_scenario2_249,B38,9,10,60
job198_scenario2_250,B38,9,8,60
job199_scenario4_251,B38,9,10,30
job200_scenario2_252,B38,9,10,60
job201_scenario2_253,B38,9,8,60
job202_scenario1_254,B38,15,15,70
job203_scenario1_255,B38,15,15,70
job204_scenario4_256,B38,9,11,30
job205_scenario1_257,B38,15,14,70
job206_scenario2_258,B38,9,8,60
job207_scenario2_259,B38,9,9,60
job208_scenario1_260,B38,15,15,70
job209_scenario2_261,B38,9,8,60
job210_scenario2_262,B38,9,8,60
job211_scenario2_263,B38,9,10,60
job212_scenario3_264,B38,6,8,20
job213_scenario2_265,B38,9,10,60
job214_scenario3_266,B38,6,6,20
job215_scenario1_267,B38,15,13,70
job216_scenario3_268,B38,6,7,20
job217_scenario1_269,B38,15,13,70
job218_scenario2_271,B38,9,8,60
job219_scenario2_272,B38,9,9,60
job220_scenario1_273,B38,15,14,70
job221_scenario4_274,B38,9,8,30
job222_scenario2_275,B38,9,8,60
job223_scenario3_276,B38,6,7,20
job224_scenario1_277,B38,15,16,70
job225_scenario2_278,B38,9,9,60
job226_scenario1_279,B38,15,15,70
job227_scenario1_280,B38,15,15,70
job228_scenario2_282,B38,9,8,60
job229_scenario2_284,B38,9,8,60
job230_scenario2_285,B38,9,11,60
job231_scenario2_286,B38,9,9,60
job232_scenario1_287,B38,15,14,70
job233_scenario1_288,B38,15,14,70
job234_scenario2_289,B38,9,10,60
job235_scenario1_290,B38,15,16,70
job236_scenario1_292,B38,15,16,70
job237_scenario2_293,B38,9,9,60
job238_scenario1_294,B38,15,16,70
job239_scenario1_296,B38,15,16,70
job240_scenario1_297,B38,15,15,70
job241_scenario1_298,B38,15,14,70
job242_scenario2_300,B38,9,10,60
job243_scenario1_301,B38,15,16,70
job244_scenario1_303,B38,15,16,70
job245_scenario2_304,B38,9,9,60
job246_scenario2_306,B38,9,9,60
job247_scenario1_307,B38,15,13,70
job248_scenario1_308,B38,15,14,70
job249_scenario2_309,B38,9,10,60
job250_scenario4_310,B38,9,7,30
job251_scenario2_312,B38,9,9,60
job252_scenario2_314,B38,9,9,60
job253_scenario2_315,B38,9,8,60
job254_scenario2_316,B38,9,8,60
job255_scenario2_317,B38,9,9,60
job256_scenario2_318,B38,9,9,60
job257_scenario1_320,B38,15,14,70
job258_scenario1_321,B38,15,14,70
job259_scenario3_323,B38,6,5,20
job260_scenario1_324,B38,15,16,70
job261_scenario1_325,B38,15,14,70
job262_scenario1_326,B38,15,14,70
job263_scenario1_327,B38,15,13,70
job264_scenario1_328,B38,15,14,70
job265_scenario1_329,B38,15,17,70
job266_scenario4_330,B38,9,10,30
job267_scenario1_332,B38,15,15,70
job268_scenario2_333,B38,9,10,60
job269_scenario1_334,B38,15,15,70
job270_scenario1_336,B38,15,16,70
job271_scenario1_337,B38,15,15,70
job272_scenario4_338,B38,9,11,30
job273_scenario2_339,B38,9,8,60
job274_scenario2_340,B38,9,8,60
job275_scenario1_341,B38,15,14,70
job276_scenario1_343,B38,15,15,70
job277_scenario2_345,B38,9,11,60
job278_scenario1_346,B38,15,15,70
job279_scenario2_347,B38,9,10,60
job280_scenario2_348,B38,9,9,60
job281_scenario2_349,B38,9,10,60
job282_scenario1_350,B38,15,15,70
job283_scenario1_351,B38,15,15,70
job284_scenario2_355,B38,9,9,60
job285_scenario2_357,B38,9,9,60
job286_scenario1_358,B38,15,15,70
job0_scenario2_1,B40,4,4,60
job1_scenario2_3,B40,4,1,60
job2_scenario2_4,B40,4,2,60
job3_scenario1_5,B40,7,7,70
job4_scenario2_6,B40,4,3,60
job5_scenario1_7,B40,7,6,70
job6_scenario1_12,B40,7,6,70
job7_scenario1_13,B40,7,7,70
job8_scenario1_14,B40,7,8,70
job9_scenario1_15,B40,7,6,70
job10_scenario1_16,B40,7,7,70
job11_scenario2_20,B40,4,4,60
job12_scenario1_21,B40,7,5,70
job13_scenario1_22,B40,7,7,70
job14_scenario1_23,B40,7,7,70
job15_scenario2_27,B40,4,3,60
job16_scenario1_28,B40,7,9,70
job17_scenario2_29,B40,4,3,60
job18_scenario1_30,B40,7,5,70
job19_scenario1_31,B40,7,4,70
job20_scenario1_32,B40,7,4,70
job21_scenario1_34,B40,7,8,70
job22_scenario1_36,B40,7,7,70
job23_scenario1_37,B40,7,7,70
job24_scenario1_38,B40,7,6,70
job25_scenario2_39,B40,4,6,60
job26_scenario2_40,B40,4,3,60
job27_scenario3_41,B40,10,9,20
job28_scenario1_42,B40,7,8,70
job29_scenario1_44,B40,7,8,70
job30_scenario2_45,B40,4,5,60
job31_scenario1_46,B40,7,8,70
job32_scenario2_47,B40,4,2,60
job33_scenario1_48,B40,7,7,70
job34_scenario2_49,B40,4,4,60
job35_scenario1_50,B40,7,7,70
job36_scenario2_53,B40,4,4,60
job37_scenario1_54,B40,7,7,70
job38_scenario1_55,B40,7,5,70
job39_scenario1_56,B40,7,7,70
job40_scenario1_57,B40,7,7,70
job41_scenario1_58,B40,7,6,70
job42_scenario1_59,B40,7,7,70
job43_scenario2_61,B40,4,4,60
job44_scenario1_63,B40,7,8,70
job45_scenario1_64,B40,7,7,70
job46_scenario1_65,B40,7,7,70
job47_scenario1_66,B40,7,6,70
job48_scenario1_67,B40,7,6,70
job49_scenario1_68,B40,7,7,70
job50_scenario1_70,B40,7,7,70
job51_scenario1_71,B40,7,7,70
job52_scenario2_73,B40,4,4,60
job53_scenario1_75,B40,7,6,70
job54_scenario3_79,B40,10,8,20
job55_scenario1_80,B40,7,6,70
job56_scenario1_81,B40,7,5,70
job57_scenario2_82,B40,4,5,60
job58_scenario4_83,B40,9,10,30
job59_scenario2_86,B40,4,3,60
job60_scenario1_88,B40,7,5,70
job61_scenario2_89,B40,4,5,60
job62_scenario2_93,B40,4,4,60
job63_scenario1_94,B40,7,8,70
job64_scenario1_96,B40,7,8,70
job65_scenario2_98,B40,4,3,60
job66_scenario1_99,B40,7,6,70
job67_scenario1_100,B40,7,6,70
job68_scenario2_101,B40,4,4,60
job69_scenario1_102,B40,7,7,70
job70_scenario3_103,B40,10,8,20
job71_scenario3_104,B40,10,12,20
job72_scenario2_105,B40,4,4,60
job73_scenario2_106,B40,4,5,60
job74_scenario4_108,B40,9,8,30
job75_scenario1_109,B40,7,7,70
job76_scenario1_110,B40,7,6,70
job77_scenario1_111,B40,7,6,70
job78_scenario2_112,B40,4,2,60
job79_scenario1_113,B40,7,7,70
job80_scenario2_116,B40,4,3,60
job81_scenario1_117,B40,7,7,70
job82_scenario2_118,B40,4,3,60
job83_scenario1_119,B40,7,6,70
job84_scenario1_120,B40,7,6,70
job85_scenario1_123,B40,7,7,70
job86_scenario2_124,B40,4,3,60
job87_scenario4_125,B40,9,8,30
job88_scenario1_128,B40,7,5,70
job89_scenario1_129,B40,7,6,70
job90_scenario1_131,B40,7,8,70
job91_scenario1_132,B40,7,5,70
job92_scenario1_136,B40,7,8,70
job93_scenario1_137,B40,7,6,70
job94_scenario1_138,B40,7,8,70
job95_scenario3_139,B40,10,11,20
job96_scenario2_140,B40,4,3,60
job97_scenario1_141,B40,7,7,70
job98_scenario2_142,B40,4,3,60
job99_scenario2_143,B40,4,4,60
job100_scenario2_144,B40,4,4,60
job101_scenario2_145,B40,4,4,60
job102_scenario1_146,B40,7,7,70
job103_scenario2_147,B40,4,3,60
job104_scenario1_149,B40,7,7,70
job105_scenario1_150,B40,7,9,70
job106_scenario2_151,B40,4,3,60
job107_scenario2_153,B40,4,3,60
job108_scenario2_154,B40,4,3,60
job109_scenario1_155,B40,7,6,70
job110_scenario1_156,B40,7,5,70
job111_scenario1_158,B40,7,6,70
job112_scenario1_159,B40,7,6,70
job113_scenario1_161,B40,7,8,70
job114_scenario2_162,B40,4,5,60
job115_scenario2_163,B40,4,4,60
job116_scenario2_164,B40,4,4,60
job117_scenario1_165,B40,7,6,70
job118_scenario1_166,B40,7,6,70
job119_scenario4_167,B40,9,8,30
job120_scenario2_168,B40,4,5,60
job121_scenario2_170,B40,4,3,60
job122_scenario1_171,B40,7,5,70
job123_scenario1_172,B40,7,5,70
job124_scenario1_173,B40,7,7,70
job125_scenario1_174,B40,7,4,70
job126_scenario2_175,B40,4,5,60
job127_scenario2_177,B40,4,6,60
job128_scenario1_179,B40,7,9,70
job129_scenario2_180,B40,4,4,60
job130_scenario1_181,B40,7,9,70
job131_scenario2_182,B40,4,4,60
job132_scenario2_183,B40,4,3,60
job133_scenario1_184,B40,7,5,70
job134_scenario2_185,B40,4,5,60
job135_scenario2_186,B40,4,6,60
job136_scenario1_187,B40,7,7,70
job137_scenario2_188,B40,4,5,60
job138_scenario2_189,B40,4,4,60
job139_scenario2_190,B40,4,3,60
job140_scenario1_191,B40,7,9,70
job141_scenario2_192,B40,4,4,60
job142_scenario1_193,B40,7,8,70
job143_scenario2_194,B40,4,3,60
job144_scenario1_195,B40,7,6,70
job145_scenario2_196,B40,4,4,60
job146_scenario1_197,B40,7,6,70
job147_scenario4_198,B40,9,9,30
job148_scenario1_199,B40,7,7,70
job149_scenario1_200,B40,7,6,70
job150_scenario1_201,B40,7,6,70
job151_scenario3_202,B40,10,9,20
job152_scenario1_203,B40,7,6,70
job153_scenario2_204,B40,4,3,60
job154_scenario2_205,B40,4,4,60
job155_scenario3_206,B40,10,11,20
job156_scenario3_207,B40,10,12,20
job157_scenario2_208,B40,4,2,60
job158_scenario2_209,B40,4,3,60
job159_scenario2_210,B40,4,4,60
job160_scenario1_211,B40,7,7,70
job161_scenario2_212,B40,4,3,60
job162_scenario4_213,B40,9,8,30
job163_scenario2_214,B40,4,3,60
job164_scenario1_215,B40,7,7,70
job165_scenario2_216,B40,4,3,60
job166_scenario2_217,B40,4,3,60
job167_scenario1_218,B40,7,7,70
job168_scenario3_219,B40,10,10,20
job169_scenario1_220,B40,7,5,70
job170_scenario1_221,B40,7,6,70
job171_scenario2_222,B40,4,5,60
job172_scenario1_223,B40,7,6,70
job173_scenario4_224,B40,9,9,30
job174_scenario1_225,B40,7,7,70
job175_scenario2_226,B40,4,5,60
job176_scenario2_227,B40,4,4,60
job177_scenario1_228,B40,7,7,70
job178_scenario1_229,B40,7,8,70
job179_scenario2_230,B40,4,5,60
job180_scenario2_231,B40,4,3,60
job181_scenario2_232,B40,4,2,60
job182_scenario1_234,B40,7,7,70
job183_scenario2_235,B40,4,4,60
job184_scenario2_236,B40,4,4,60
job185_scenario2_237,B40,4,2,60
job186_scenario2_238,B40,4,3,60
job187_scenario1_239,B40,7,7,70
job188_scenario2_240,B40,4,3,60
job189_scenario2_241,B40,4,4,60
job190_scenario2_242,B40,4,2,60
job191_scenario2_243,B40,4,3,60
job192_scenario2_244,B40,4,2,60
job193_scenario1_245,B40,7,6,70
job194_scenario2_246,B40,4,3,60
job195_scenario2_247,B40,4,3,60
job196_scenario2_248,B40,4,5,60
job197_scenario2_249,B40,4,2,60
job198_scenario2_250,B40,4,2,60
job199_scenario4_251,B40,9,10,30
job200_scenario2_252,B40,4,4,60
job201_scenario2_253,B40,4,3,60
job202_scenario1_254,B40,7,6,70
job203_scenario1_255,B40,7,6,70
job204_scenario4_256,B40,9,9,30
job205_scenario1_257,B40,7,7,70
job206_scenario2_258,B40,4,4,60
job207_scenario2_259,B40,4,3,60
job208_scenario1_260,B40,7,6,70
job209_scenario2_261,B40,4,4,60
job210_scenario2_262,B40,4,4,60
job211_scenario2_263,B40,4,2,60
job212_scenario3_264,B40,10,11,20
job213_scenario2_265,B40,4,2,60
job214_scenario3_266,B40,10,13,20
job215_scenario1_267,B40,7,6,70
job216_scenario3_268,B40,10,11,20
job217_scenario1_269,B40,7,7,70
job218_scenario2_271,B40,4,5,60
job219_scenario2_272,B40,4,3,60
job220_scenario1_273,B40,7,8,70
job221_scenario4_274,B40,9,10,30
job222_scenario2_275,B40,4,4,60
job223_scenario3_276,B40,10,10,20
job224_scenario1_277,B40,7,8,70
job225_scenario2_278,B40,4,4,60
job226_scenario1_279,B40,7,6,70
job227_scenario1_280,B40,7,7,70
job228_scenario2_282,B40,4,3,60
job229_scenario2_284,B40,4,5,60
job230_scenario2_285,B40,4,4,60
job231_scenario2_286,B40,4,3,60
job232_scenario1_287,B40,7,5,70
job233_scenario1_288,B40,7,9,70
job234_scenario2_289,B40,4,2,60
job235_scenario1_290,B40,7,8,70
job236_scenario1_292,B40,7,7,70
job237_scenario2_293,B40,4,4,60
job238_scenario1_294,B40,7,6,70
job239_scenario1_296,B40,7,8,70
job240_scenario1_297,B40,7,8,70
job241_scenario1_298,B40,7,5,70
job242_scenario2_300,B40,4,3,60
job243_scenario1_301,B40,7,6,70
job244_scenario1_303,B40,7,8,70
job245_scenario2_304,B40,4,3,60
job246_scenario2_306,B40,4,3,60
job247_scenario1_307,B40,7,7,70
job248_scenario1_308,B40,7,9,70
job249_scenario2_309,B40,4,3,60
job250_scenario4_310,B40,9,9,30
job251_scenario2_312,B40,4,3,60
job252_scenario2_314,B40,4,5,60
job253_scenario2_315,B40,4,4,60
job254_scenario2_316,B40,4,3,60
job255_scenario2_317,B40,4,4,60
job256_scenario2_318,B40,4,4,60
job257_scenario1_320,B40,7,5,70
job258_scenario1_321,B40,7,6,70
job259_scenario3_323,B40,10,11,20
job260_scenario1_324,B40,7,7,70
job261_scenario1_325,B40,7,7,70
job262_scenario1_326,B40,7,6,70
job263_scenario1_327,B40,7,7,70
job264_scenario1_328,B40,7,9,70
job265_scenario1_329,B40,7,7,70
job266_scenario4_330,B40,9,11,30
job267_scenario1_332,B40,7,5,70
job268_scenario2_333,B40,4,3,60
job269_scenario1_334,B40,7,7,70
job270_scenario1_336,B40,7,6,70
job271_scenario1_337,B40,7,6,70
job272_scenario4_338,B40,9,9,30
job273_scenario2_339,B40,4,6,60
job274_scenario2_340,B40,4,2,60
job275_scenario1_341,B40,7,4,70
job276_scenario1_343,B40,7,6,70
job277_scenario2_345,B40,4,3,60
job278_scenario1_346,B40,7,7,70
job279_scenario2_347,B40,4,3,60
job280_scenario2_348,B40,4,4,60
job281_scenario2_349,B40,4,4,60
job282_scenario1_350,B40,7,7,70
job283_scenario1_351,B40,7,9,70
job284_scenario2_355,B40,4,4,60
job285_scenario2_357,B40,4,2,60
job286_scenario1_358,B40,7,6,70
job0_scenario2_1,cn01,6,6,60
job1_scenario2_3,cn01,6,7,60
job2_scenario2_4,cn01,6,5,60
job3_scenario1_5,cn01,8,8,70
job4_scenario2_6,cn01,6,8,60
job5_scenario1_7,cn01,8,7,70
job6_scenario1_12,cn01,8,8,70
job7_scenario1_13,cn01,8,7,70
job8_scenario1_14,cn01,8,9,70
job9_scenario1_15,cn01,8,6,70
job10_scenario1_16,cn01,8,7,70
job11_scenario2_20,cn01,6,6,60
job12_scenario1_21,cn01,8,8,70
job13_scenario1_22,cn01,8,9,70
job14_scenario1_23,cn01,8,7,70
job15_scenario2_27,cn01,6,8,60
job16_scenario1_28,cn01,8,9,70
job17_scenario2_29,cn01,6,7,60
job18_scenario1_30,cn01,8,7,70
job19_scenario1_31,cn01,8,7,70
job20_scenario1_32,cn01,8,6,70
job21_scenario1_34,cn01,8,7,70
job22_scenario1_36,cn01,8,8,70
job23_scenario1_37,cn01,8,9,70
job24_scenario1_38,cn01,8,8,70
job25_scenario2_39,cn01,6,7,60
job26_scenario2_40,cn01,6,7,60
job27_scenario3_41,cn01,6,6,20
job28_scenario1_42,cn01,8,7,70
job29_scenario1_44,cn01,8,8,70
job30_scenario2_45,cn01,6,6,60
job31_scenario1_46,cn01,8,6,70
job32_scenario2_47,cn01,6,4,60
job33_scenario1_48,cn01,8,9,70
job34_scenario2_49,cn01,6,8,60
job35_scenario1_50,cn01,8,6,70
job36_scenario2_53,cn01,6,6,60
job37_scenario1_54,cn01,8,8,70
job38_scenario1_55,cn01,8,8,70
job39_scenario1_56,cn01,8,8,70
job40_scenario1_57,cn01,8,9,70
job41_scenario1_58,cn01,8,9,70
job42_scenario1_59,cn01,8,6,70
job43_scenario2_61,cn01,6,5,60
job44_scenario1_63,cn01,8,7,70
job45_scenario1_64,cn01,8,6,70
job46_scenario1_65,cn01,8,8,70
job47_scenario1_66,cn01,8,6,70
job48_scenario1_67,cn01,8,7,70
job49_scenario1_68,cn01,8,8,70
job50_scenario1_70,cn01,8,7,70
job51_scenario1_71,cn01,8,7,70
job52_scenario2_73,cn01,6,5,60
job53_scenario1_75,cn01,8,7,70
job54_scenario3_79,cn01,6,6,20
job55_scenario1_80,cn01,8,7,70
job56_scenario1_81,cn01,8,7,70
job57_scenario2_82,cn01,6,6,60
job58_scenario4_83,cn01,9,9,30
job59_scenario2_86,cn01,6,7,60
job60_scenario1_88,cn01,8,8,70
job61_scenario2_89,cn01,6,5,60
job62_scenario2_93,cn01,6,6,60
job63_scenario1_94,cn01,8,7,70
job64_scenario1_96,cn01,8,10,70
job65_scenario2_98,cn01,6,7,60
job66_scenario1_99,cn01,8,8,70
job67_scenario1_100,cn01,8,7,70
job68_scenario2_101,cn01,6,7,60
job69_scenario1_102,cn01,8,8,70
job70_scenario3_103,cn01,6,6,20
job71_scenario3_104,cn01,6,7,20
job72_scenario2_105,cn01,6,4,60
job73_scenario2_106,cn01,6,6,60
job74_scenario4_108,cn01,9,9,30
job75_scenario1_109,cn01,8,8,70
job76_scenario1_110,cn01,8,9,70
job77_scenario1_111,cn01,8,8,70
job78_scenario2_112,cn01,6,5,60
job79_scenario1_113,cn01,8,7,70
job80_scenario2_116,cn01,6,3,60
job81_scenario1_117,cn01,8,8,70
job82_scenario2_118,cn01,6,7,60
job83_scenario1_119,cn01,8,7,70
job84_scenario1_120,cn01,8,5,70
job85_scenario1_123,cn01,8,7,70
job86_scenario2_124,cn01,6,7,60
job87_scenario4_125,cn01,9,9,30
job88_scenario1_128,cn01,8,8,70
job89_scenario1_129,cn01,8,7,70
job90_scenario1_131,cn01,8,6,70
job91_scenario1_132,cn01,8,7,70
job92_scenario1_136,cn01,8,6,70
job93_scenario1_137,cn01,8,7,70
job94_scenario1_138,cn01,8,8,70
job95_scenario3_139,cn01,6,6,20
job96_scenario2_140,cn01,6,8,60
job97_scenario1_141,cn01,8,6,70
job98_scenario2_142,cn01,6,6,60
job99_scenario2_143,cn01,6,6,60
job100_scenario2_144,cn01,6,7,60
job101_scenario2_145,cn01,6,4,60
job102_scenario1_146,cn01,8,8,70
job103_scenario2_147,cn01,6,7,60
job104_scenario1_149,cn01,8,9,70
job105_scenario1_150,cn01,8,8,70
job106_scenario2_151,cn01,6,5,60
job107_scenario2_153,cn01,6,5,60
job108_scenario2_154,cn01,6,7,60
job109_scenario1_155,cn01,8,8,70
job110_scenario1_156,cn01,8,7,70
job111_scenario1_158,cn01,8,7,70
job112_scenario1_159,cn01,8,8,70
job113_scenario1_161,cn01,8,9,70
job114_scenario2_162,cn01,6,7,60
job115_scenario2_163,cn01,6,8,60
job116_scenario2_164,cn01,6,7,60
job117_scenario1_165,cn01,8,6,70
job118_scenario1_166,cn01,8,7,70
job119_scenario4_167,cn01,9,10,30
job120_scenario2_168,cn01,6,6,60
job121_scenario2_170,cn01,6,7,60
job122_scenario1_171,cn01,8,7,70
job123_scenario1_172,cn01,8,7,70
job124_scenario1_173,cn01,8,7,70
job125_scenario1_174,cn01,8,6,70
job126_scenario2_175,cn01,6,7,60
job127_scenario2_177,cn01,6,5,60
job128_scenario1_179,cn01,8,8,70
job129_scenario2_180,cn01,6,7,60
job130_scenario1_181,cn01,8,7,70
job131_scenario2_182,cn01,6,5,60
job132_scenario2_183,cn01,6,8,60
job133_scenario1_184,cn01,8,7,70
job134_scenario2_185,cn01,6,5,60
job135_scenario2_186,cn01,6,5,60
job136_scenario1_187,cn01,8,7,70
job137_scenario2_188,cn01,6,6,60
job138_scenario2_189,cn01,6,7,60
job139_scenario2_190,cn01,6,6,60
job140_scenario1_191,cn01,8,6,70
job141_scenario2_192,cn01,6,7,60
job142_scenario1_193,cn01,8,7,70
job143_scenario2_194,cn01,6,7,60
job144_scenario1_195,cn01,8,8,70
job145_scenario2_196,cn01,6,6,60
job146_scenario1_197,cn01,8,8,70
job147_scenario4_198,cn01,9,10,30
job148_scenario1_199,cn01,8,6,70
job149_scenario1_200,cn01,8,8,70
job150_scenario1_201,cn01,8,8,70
job151_scenario3_202,cn01,6,6,20
job152_scenario1_203,cn01,8,8,70
job153_scenario2_204,cn01,6,7,60
job154_scenario2_205,cn01,6,9,60
job155_scenario3_206,cn01,6,7,20
job156_scenario3_207,cn01,6,8,20
job157_scenario2_208,cn01,6,6,60
job158_scenario2_209,cn01,6,8,60
job159_scenario2_210,cn01,6,6,60
job160_scenario1_211,cn01,8,7,70
job161_scenario2_212,cn01,6,8,60
job162_scenario4_213,cn01,9,11,30
job163_scenario2_214,cn01,6,6,60
job164_scenario1_215,cn01,8,8,70
job165_scenario2_216,cn01,6,6,60
job166_scenario2_217,cn01,6,7,60
job167_scenario1_218,cn01,8,8,70
job168_scenario3_219,cn01,6,8,20
job169_scenario1_220,cn01,8,9,70
job170_scenario1_221,cn01,8,9,70
job171_scenario2_222,cn01,6,7,60
job172_scenario1_223,cn01,8,9,70
job173_scenario4_224,cn01,9,8,30
job174_scenario1_225,cn01,8,7,70
job175_scenario2_226,cn01,6,7,60
job176_scenario2_227,cn01,6,6,60
job177_scenario1_228,cn01,8,7,70
job178_scenario1_229,cn01,8,6,70
job179_scenario2_230,cn01,6,5,60
job180_scenario2_231,cn01,6,6,60
job181_scenario2_232,cn01,6,6,60
job182_scenario1_234,cn01,8,8,70
job183_scenario2_235,cn01,6,7,60
job184_scenario2_236,cn01,6,6,60
job185_scenario2_237,cn01,6,5,60
job186_scenario2_238,cn01,6,5,60
job187_scenario1_239,cn01,8,9,70
job188_scenario2_240,cn01,6,7,60
job189_scenario2_241,cn01,6,9,60
job190_scenario2_242,cn01,6,6,60
job191_scenario2_243,cn01,6,7,60
job192_scenario2_244,cn01,6,6,60
job193_scenario1_245,cn01,8,8,70
job194_scenario2_246,cn01,6,6,60
job195_scenario2_247,cn01,6,6,60
job196_scenario2_248,cn01,6,6,60
job197_scenario2_249,cn01,6,8,60
job198_scenario2_250,cn01,6,7,60
job199_scenario4_251,cn01,9,9,30
job200_scenario2_252,cn01,6,7,60
job201_scenario2_253,cn01,6,8,60
job202_scenario1_254,cn01,8,9,70
job203_scenario1_255,cn01,8,7,70
job204_scenario4_256,cn01,9,7,30
job205_scenario1_257,cn01,8,8,70
job206_scenario2_258,cn01,6,8,60
job207_scenario2_259,cn01,6,6,60
job208_scenario1_260,cn01,8,8,70
job209_scenario2_261,cn01,6,9,60
job210_scenario2_262,cn01,6,5,60
job211_scenario2_263,cn01,6,5,60
job212_scenario3_264,cn01,6,4,20
job213_scenario2_265,cn01,6,5,60
job214_scenario3_266,cn01,6,5,20
job215_scenario1_267,cn01,8,7,70
job216_scenario3_268,cn01,6,7,20
job217_scenario1_269,cn01,8,9,70
job218_scenario2_271,cn01,6,6,60
job219_scenario2_272,cn01,6,6,60
job220_scenario1_273,cn01,8,7,70
job221_scenario4_274,cn01,9,12,30
job222_scenario2_275,cn01,6,7,60
job223_scenario3_276,cn01,6,6,20
job224_scenario1_277,cn01,8,8,70
job225_scenario2_278,cn01,6,6,60
job226_scenario1_279,cn01,8,8,70
job227_scenario1_280,cn01,8,8,70
job228_scenario2_282,cn01,6,7,60
job229_scenario2_284,cn01,6,8,60
job230_scenario2_285,cn01,6,5,60
job231_scenario2_286,cn01,6,6,60
job232_scenario1_287,cn01,8,9,70
job233_scenario1_288,cn01,8,8,70
job234_scenario2_289,cn01,6,6,60
job235_scenario1_290,cn01,8,7,70
job236_scenario1_292,cn01,8,7,70
job237_scenario2_293,cn01,6,8,60
job238_scenario1_294,cn01,8,7,70
job239_scenario1_296,cn01,8,10,70
job240_scenario1_297,cn01,8,9,70
job241_scenario1_298,cn01,8,8,70
job242_scenario2_300,cn01,6,7,60
job243_scenario1_301,cn01,8,7,70
job244_scenario1_303,cn01,8,10,70
job245_scenario2_304,cn01,6,8,60
job246_scenario2_306,cn01,6,7,60
job247_scenario1_307,cn01,8,6,70
job248_scenario1_308,cn01,8,6,70
job249_scenario2_309,cn01,6,7,60
job250_scenario4_310,cn01,9,9,30
job251_scenario2_312,cn01,6,7,60
job252_scenario2_314,cn01,6,7,60
job253_scenario2_315,cn01,6,4,60
job254_scenario2_316,cn01,6,6,60
job255_scenario2_317,cn01,6,6,60
job256_scenario2_318,cn01,6,4,60
job257_scenario1_320,cn01,8,7,70
job258_scenario1_321,cn01,8,9,70
job259_scenario3_323,cn01,6,7,20
job260_scenario1_324,cn01,8,7,70
job261_scenario1_325,cn01,8,8,70
job262_scenario1_326,cn01,8,7,70
job263_scenario1_327,cn01,8,7,70
job264_scenario1_328,cn01,8,7,70
job265_scenario1_329,cn01,8,8,70
job266_scenario4_330,cn01,9,9,30
job267_scenario1_332,cn01,8,7,70
job268_scenario2_333,cn01,6,6,60
job269_scenario1_334,cn01,8,7,70
job270_scenario1_336,cn01,8,7,70
job271_scenario1_337,cn01,8,9,70
job272_scenario4_338,cn01,9,10,30
job273_scenario2_339,cn01,6,5,60
job274_scenario2_340,cn01,6,6,60
job275_scenario1_341,cn01,8,6,70
job276_scenario1_343,cn01,8,7,70
job277_scenario2_345,cn01,6,8,60
job278_scenario1_346,cn01,8,8,70
job279_scenario2_347,cn01,6,6,60
job280_scenario2_348,cn01,6,7,60
job281_scenario2_349,cn01,6,8,60
job282_scenario1_350,cn01,8,10,70
job283_scenario1_351,cn01,8,8,70
job284_scenario2_355,cn01,6,8,60
job285_scenario2_357,cn01,6,5,60
job286_scenario1_358,cn01,8,7,70
job0_scenario2_1,cn02,3,3,60
job1_scenario2_3,cn02,3,2,60
job2_scenario2_4,cn02,3,3,60
job3_scenario1_5,cn02,11,11,70
job4_scenario2_6,cn02,3,4,60
job5_scenario1_7,cn02,11,10,70
job6_scenario1_12,cn02,11,11,70
job7_scenario1_13,cn02,11,11,70
job8_scenario1_14,cn02,11,13,70
job9_scenario1_15,cn02,11,11,70
job10_scenario1_16,cn02,11,12,70
job11_scenario2_20,cn02,3,3,60
job12_scenario1_21,cn02,11,10,70
job13_scenario1_22,cn02,11,10,70
job14_scenario1_23,cn02,11,12,70
job15_scenario2_27,cn02,3,2,60
job16_scenario1_28,cn02,11,13,70
job17_scenario2_29,cn02,3,3,60
